,isComment,repliesTo,tweet_id,text,date,username,retweeted_status,retweet_count,likes
1447754951237808130,True,donttrythis,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace I loved Bobbie in the book and I've loved Frankie Adams' protrayal.,2021-10-12 02:44:13+00:00,Coyotebd,False,0,0
1447731454239121415,True,donttrythis,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace I am SO THRILLED learning that Adam is a fan of #Expanse just like the re… https://t.co/ReRiMX4QUK,2021-10-12 01:10:50+00:00,TheBobbyM,False,0,0
1447682233645486082,True,donttrythis,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace That is sooooo inspiring! 🙏🙏🙏🙏,2021-10-11 21:55:15+00:00,Boba_Tea_Catan,False,0,0
1447680127270273025,True,donttrythis,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace Just finished binge watching all 5 seasons last night. I was surprised wh… https://t.co/IMnNTyDPJW,2021-10-11 21:46:53+00:00,HaxzorJimDuggan,False,0,0
1447679383095820293,True,donttrythis,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace Ahh yess Bobbie Fott of space kerfuffle's helmet in that museumy place....,2021-10-11 21:43:56+00:00,Nyx_Delamal,False,0,0
1447677057627009029,True,donttrythis,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace I gave my daughter the idea of an Expanse cosplay. Do you have any sugges… https://t.co/Hc0Wf2KgsA,2021-10-11 21:34:41+00:00,TheWowbagger,False,0,0
1447675544565387267,True,donttrythis,1447673058198654976,@donttrythis @TheExpanseWR @ExpanseOnPrime @airandspace Even that lion can't believe what he is seeing...,2021-10-11 21:28:40+00:00,Norbanvs,False,0,8
1447675536239730688,True,donttrythis,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace The lion doesn't quite seem sure about the helmet 😅,2021-10-11 21:28:39+00:00,DaKoTa_CS,False,0,4
1447675004762525696,True,donttrythis,1447673058198654976,"@donttrythis @ExpanseOnPrime @airandspace @TheExpanseWR @JamesSACorey, we have to say, this was pretty darn exciting.",2021-10-11 21:26:32+00:00,testedcom,False,0,28
1447674863854907392,True,donttrythis,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace Why there is a lion there?! Run!!!!,2021-10-11 21:25:58+00:00,SaurioJimmy,False,0,5
1447696209863401472,True,donttrythis,1447619158603042817,@donttrythis @cottonbureau Is there a version we can buy with Adam's signature that can be raffled off to help a lo… https://t.co/YVrzlNu9tf,2021-10-11 22:50:47+00:00,1Flukeskywalker,False,0,0
1447637410775375876,True,donttrythis,1447619158603042817,"@donttrythis @cottonbureau I love the shirts, Adam, but with my most recent (~3 mo ago) order of your shirt from Co… https://t.co/SRIWZBGOsn",2021-10-11 18:57:09+00:00,Aut0nym,False,0,0
1447634227785355267,True,donttrythis,1447619158603042817,@donttrythis @testedcom @cottonbureau Perfect timing. I have a buddy who keeps getting sent home from work for wear… https://t.co/AMiPJfeia6,2021-10-11 18:44:30+00:00,jnzkngs,False,0,0
1447629255794384905,True,donttrythis,1447619158603042817,@donttrythis @cottonbureau Mr Adam can I design a shirt for you,2021-10-11 18:24:44+00:00,jotay_phillipay,False,0,0
1447624761987764225,True,donttrythis,1447619158603042817,"@donttrythis @cottonbureau Is Clark Savage, Jr. a shareholder? Founding partner?",2021-10-11 18:06:53+00:00,grimm4_miles,False,0,0
1447623278374400001,True,donttrythis,1447619158603042817,@donttrythis @cottonbureau Will it ever be possible to buy The Expanse Savage Industries version with the gorilla h… https://t.co/3397tTYNmw,2021-10-11 18:00:59+00:00,Arkanoid0,False,0,0
1447619660942303238,True,donttrythis,1447619158603042817,@donttrythis @cottonbureau sus design,2021-10-11 17:46:37+00:00,lesbianlassevie,False,0,0
1447619523251777549,True,donttrythis,1447619158603042817,@donttrythis @cottonbureau Savage Things?,2021-10-11 17:46:04+00:00,KiryuDK,False,0,0
1447619173777956864,True,donttrythis,1447619158603042817,"@donttrythis So, when the new tees come out I'm going to need to buy a new tshirt.",2021-10-11 17:44:41+00:00,notPFTbot,False,0,0
1447711194983194624,True,testedcom,1447698601099005954,@testedcom @StudsonStudio you guys should do a collab. definitely be interesting to see what you guys can think up for a one day build. ^w^,2021-10-11 23:50:20+00:00,xGigaxBytex,False,0,0
1448029719765602310,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 20:56:02+00:00,k5j6d2,False,0,0
1448029206722580481,True,stephenfry,1447930847055732749,@stephenfry Signed and shared,2021-10-12 20:54:00+00:00,MarcFrance,False,0,0
1448028607604006918,True,stephenfry,1447930847055732749,@stephenfry Done. Thanks Stephen.,2021-10-12 20:51:37+00:00,jamesclossick,False,0,0
1448028074700857347,True,stephenfry,1447930847055732749,"@stephenfry Sadly, you're far more likely to get people to act against tasteless jokes than foul water",2021-10-12 20:49:30+00:00,HTamaskani,False,0,0
1448027956308291588,True,stephenfry,1447930847055732749,@stephenfry @jonwturnbull1 Let's rejoin the EU which makes stuff like that illegal?,2021-10-12 20:49:02+00:00,onewendy,False,0,0
1448027913123766273,True,stephenfry,1447930847055732749,@stephenfry @GrowLikeGrandad It is hard to even contemplate that we do this in this country! 😲,2021-10-12 20:48:52+00:00,JulianneH66,False,0,0
1448027724694671368,True,stephenfry,1447930847055732749,@stephenfry Tis done x,2021-10-12 20:48:07+00:00,richardallinson,False,0,2
1448027507895283720,True,stephenfry,1447930847055732749,"@stephenfry Done , 105,000 👍",2021-10-12 20:47:15+00:00,adamlegenduk,False,0,0
1448027332820746244,True,stephenfry,1447930847055732749,@stephenfry Signed xxx,2021-10-12 20:46:33+00:00,Saxonbird2020,False,0,0
1448026818808881152,True,stephenfry,1447930847055732749,@stephenfry Done ✅,2021-10-12 20:44:31+00:00,bitz62,False,0,0
1448026618509860871,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 20:43:43+00:00,Bobbieizzycat1,False,0,0
1448026576197718017,True,stephenfry,1447930847055732749,@stephenfry We are two decades into the 21st century. Why is this even a thing?,2021-10-12 20:43:33+00:00,ALTheophilus,False,0,0
1448026518395961351,True,stephenfry,1447930847055732749,@stephenfry We did it! Thanks so much Stephen for your crucial intervention!,2021-10-12 20:43:19+00:00,IainSoftley,False,0,0
1448026299323359239,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 20:42:27+00:00,Freya_Soda_Farl,False,0,0
1448025844744704001,True,stephenfry,1447930847055732749,@stephenfry You Sir are a star. Got this petition over the line.,2021-10-12 20:40:39+00:00,peterthepig,False,0,1
1448025685147193348,True,stephenfry,1447930847055732749,@stephenfry This is a disgrace and has to stop. There needs to be a government enquiry into these shambolic water companies.,2021-10-12 20:40:01+00:00,pejaypreston,False,0,0
1448025680449572875,True,stephenfry,1447930847055732749,"@stephenfry No brainer, done!",2021-10-12 20:39:59+00:00,Running_Far,False,0,0
1448025139396874251,True,stephenfry,1447930847055732749,"@stephenfry We have a notice on the river Chess stating sewage discharge, are we a 3rd world country now?",2021-10-12 20:37:50+00:00,mattmillertech,False,0,0
1448024631068217346,True,stephenfry,1447930847055732749,@stephenfry Important and will sign but if you and other BBC comedians had just got behind Corbyn we might not be f… https://t.co/jSFsREcSYI,2021-10-12 20:35:49+00:00,SaveTheNHS4U,False,0,0
1448024570158518278,True,stephenfry,1447930847055732749,"@stephenfry By sewage do you mean foul waste? How is this getting past any local authority, planning department or… https://t.co/VjvYPlvDIS",2021-10-12 20:35:35+00:00,DazTwo3,False,0,0
1448024488059232257,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 20:35:15+00:00,HeatherLinney,False,0,0
1448024086387568643,True,stephenfry,1447930847055732749,@stephenfry pipe dream,2021-10-12 20:33:39+00:00,redballoonluke,False,0,1
1448024050282999809,True,stephenfry,1447930847055732749,@stephenfry Signed 🤗,2021-10-12 20:33:31+00:00,womble1958,False,0,0
1448024034369757194,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 20:33:27+00:00,ColinBarnes531,False,0,0
1448023695780425728,True,stephenfry,1447930847055732749,@stephenfry 👍,2021-10-12 20:32:06+00:00,sandyinsomerset,False,0,0
1448023427575599107,True,stephenfry,1447930847055732749,@stephenfry Says the bloke who spouts enough shit to block the North Sea.,2021-10-12 20:31:02+00:00,Paulgriff41,False,0,0
1448023323175227392,True,stephenfry,1447930847055732749,@stephenfry Done!,2021-10-12 20:30:37+00:00,Hickson1Chris,False,0,0
1448023131273236482,True,stephenfry,1447930847055732749,@stephenfry @GeorgeMonbiot 🌱Signed👍🏻 https://t.co/inRYQoYZj8,2021-10-12 20:29:52+00:00,RafaelDeMelchor,False,0,0
1448022860077965320,True,stephenfry,1447930847055732749,"@stephenfry 104,000 and counting",2021-10-12 20:28:47+00:00,RichardsonNath,False,0,0
1448022275576455171,True,stephenfry,1447930847055732749,@stephenfry Just signed it Stephen. Thanks for helping us protect the Cam. https://t.co/P9Ym35segQ,2021-10-12 20:26:28+00:00,cam_friends,False,0,0
1448021819928231945,True,stephenfry,1447930847055732749,@stephenfry well done getting this over the line @stephenfry,2021-10-12 20:24:39+00:00,bird_david,False,0,0
1448021714026237957,True,stephenfry,1447930847055732749,"@stephenfry But surely one of the ""benefits"" of Brexit is that we've taken back control of our ability to pump sewage onto our beaches 🤨",2021-10-12 20:24:14+00:00,Caffwrite,False,0,0
1448021516369674241,True,stephenfry,1447930847055732749,@stephenfry Signed,2021-10-12 20:23:27+00:00,kevinadiamond,False,0,0
1448021464263839745,True,stephenfry,1447930847055732749,@stephenfry Done although why there's a debate is beyond me,2021-10-12 20:23:14+00:00,Susie722086,False,0,0
1448021446320590858,True,stephenfry,1447930847055732749,"@stephenfry all the houses built on former water board land near barnes and kew , did they cause the present proble… https://t.co/WkX2lrT9tY",2021-10-12 20:23:10+00:00,peterdermaurer,False,0,0
1448020556280913924,True,stephenfry,1447930847055732749,@stephenfry Signed and well done getting it over the line!,2021-10-12 20:19:38+00:00,jamiemcleish,False,0,1
1448019843060490244,True,stephenfry,1447930847055732749,@stephenfry @mrchrisaddison 103k,2021-10-12 20:16:48+00:00,DagsWynne,False,0,0
1448019710105292803,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 20:16:16+00:00,PhilAlexStreet,False,0,0
1448019672247459840,True,stephenfry,1447930847055732749,@stephenfry Thank you for sharing Mr.Fry. Signed &amp; RT🙏,2021-10-12 20:16:07+00:00,MickyBTFC62,False,0,0
1448019389043941383,True,stephenfry,1447930847055732749,"@stephenfry Ye man, agreed and signed 🙌🏻",2021-10-12 20:14:59+00:00,DavaRoyale,False,0,0
1448019194801500162,True,stephenfry,1447930847055732749,"@stephenfry With an 80 seat majority, you can debate all you like, but when it comes to policy making, Tories look… https://t.co/mH4CkT56gd",2021-10-12 20:14:13+00:00,Twatteratium,False,0,0
1448019090342387714,True,stephenfry,1447930847055732749,@stephenfry @UpTheWorkers We also need to manage our rivers better .,2021-10-12 20:13:48+00:00,KayBall77922912,False,0,1
1448018724141912066,True,stephenfry,1447930847055732749,@stephenfry Done!,2021-10-12 20:12:21+00:00,madhousedeeside,False,0,0
1448018686015639570,True,stephenfry,1447930847055732749,@stephenfry I’ve contacted my MP and she said she’ll raise it at the next DEFRA meeting - she was appalled! (Luckily a Labour MP),2021-10-12 20:12:12+00:00,libluke85,False,0,0
1448018535339499524,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 20:11:36+00:00,alexjames2020,False,0,0
1448018243847868418,True,stephenfry,1447930847055732749,@stephenfry just look at the profits the water companies are making. they're not motivated to make change. there wa… https://t.co/WEKCZKNDkg,2021-10-12 20:10:26+00:00,AshleyBrowne,False,0,0
1448017809376694276,True,stephenfry,1447930847055732749,@stephenfry Looks like your appeal has worked :) https://t.co/qzq4t5vjyR,2021-10-12 20:08:43+00:00,JonPMasters,False,0,0
1448017766871617540,True,stephenfry,1447930847055732749,@stephenfry Signed,2021-10-12 20:08:33+00:00,CateSchofield,False,0,0
1448016945010331652,True,stephenfry,1447930847055732749,@stephenfry Done! OTBC,2021-10-12 20:05:17+00:00,chipbearnaise,False,0,0
1448016879373766660,True,stephenfry,1447930847055732749,@stephenfry Done. Sitting at 103k. https://t.co/SqDjiOPLmi,2021-10-12 20:05:01+00:00,jdargan123,False,0,0
1448016168200118274,True,stephenfry,1447930847055732749,@stephenfry @DMarkymarc Done ✊🏼,2021-10-12 20:02:11+00:00,Amanda_bullymum,False,0,1
1448015874032558085,True,stephenfry,1447930847055732749,@stephenfry At 102 k now :),2021-10-12 20:01:01+00:00,sprinterdeluxe,False,0,0
1448015795431297024,True,stephenfry,1447930847055732749,@stephenfry https://t.co/aTaATqn7bj,2021-10-12 20:00:43+00:00,RKelly6of6,False,0,0
1448015110677618694,True,stephenfry,1447930847055732749,@stephenfry all done,2021-10-12 19:57:59+00:00,ToriesLies,False,0,0
1448015064951369729,True,stephenfry,1447930847055732749,@stephenfry Done.,2021-10-12 19:57:48+00:00,no1fiftiesfan,False,0,0
1448015058496282632,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 19:57:47+00:00,JamieW24038951,False,0,0
1448014989625790466,True,stephenfry,1447930847055732749,@stephenfry Signed,2021-10-12 19:57:31+00:00,ALouiseDavis,False,0,0
1448014770578378757,True,stephenfry,1447930847055732749,@stephenfry Remember when the UK was known as the dirty man of Europe?  Great to go back to those good old days.,2021-10-12 19:56:38+00:00,russelmcr,False,0,0
1448014680992227331,True,stephenfry,1447930847055732749,@stephenfry @flapjackkitkat Signed,2021-10-12 19:56:17+00:00,tillylouise1968,False,0,0
1448014365693726720,True,stephenfry,1447930847055732749,"@stephenfry Bit late I'm afraid, but signed and r/t'd.",2021-10-12 19:55:02+00:00,HindleRay,False,0,0
1448013949664911361,True,stephenfry,1447930847055732749,@stephenfry Duly signed Mr Fry..,2021-10-12 19:53:23+00:00,squizzelnutter,False,0,0
1448013812699967492,True,stephenfry,1447930847055732749,@stephenfry Signed,2021-10-12 19:52:50+00:00,jillsewing,False,0,0
1448013424890372098,True,stephenfry,1447930847055732749,@stephenfry Brilliant over 100000,2021-10-12 19:51:17+00:00,Mike__Watts,False,0,1
1448013350768726018,True,stephenfry,1447930847055732749,@stephenfry Signed 😃,2021-10-12 19:51:00+00:00,ian_sewell4,False,0,0
1448013276764377089,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 19:50:42+00:00,bickybiglicks,False,0,0
1448013242618589186,True,stephenfry,1447930847055732749,@stephenfry Signed.,2021-10-12 19:50:34+00:00,mikailchaiwalla,False,0,0
1448013121235345418,True,stephenfry,1447930847055732749,@stephenfry This... isn't... banned?,2021-10-12 19:50:05+00:00,Abd_alRahmanSr,False,0,2
1448013121021485057,True,stephenfry,1447930847055732749,"@stephenfry 100,000 reached. So the government will now “consider it for debate”. That’ll be a no then.",2021-10-12 19:50:05+00:00,duncanbeagley,False,0,0
1448013100825862146,True,stephenfry,1447930847055732749,@stephenfry Done👍,2021-10-12 19:50:00+00:00,tufty06,False,0,0
1448012923272671233,True,stephenfry,1447930847055732749,@stephenfry I think it's fine as long as it discharges through the CEO's living room.,2021-10-12 19:49:18+00:00,kayfourbee,False,0,0
1448012840695173121,True,stephenfry,1447930847055732749,"@stephenfry Done now on 101,746",2021-10-12 19:48:58+00:00,FionaGHarrison1,False,0,0
1448012287277666309,True,stephenfry,1447930847055732749,"@stephenfry What we should be told is the costs of stopping this, then customers can choose to pay a little bit mor… https://t.co/fCzu7q5i0g",2021-10-12 19:46:46+00:00,DamianClough2,False,0,0
1448011928031346689,True,stephenfry,1447930847055732749,"@stephenfry I see the magic number has been achieved, marvellous.",2021-10-12 19:45:21+00:00,Alibalibee11,False,0,0
1448011375687634944,True,stephenfry,1447930847055732749,@stephenfry There's a fairly significant disconnect between the reality of what the vast majority of these discharg… https://t.co/EPmrMwCKWl,2021-10-12 19:43:09+00:00,andyjs80,False,0,1
1448011263188127746,True,stephenfry,1447930847055732749,@stephenfry It's a bit more of a complicated problem that just banning the discharge as currently there is one syst… https://t.co/MdPXCHkEaT,2021-10-12 19:42:42+00:00,sir_toaster,False,0,0
1448011224025812992,True,stephenfry,1447930847055732749,@stephenfry We made it   Well over 100k now 🥳,2021-10-12 19:42:33+00:00,Revetment,False,0,1
1448011136784388105,True,stephenfry,1447930847055732749,@stephenfry All done. Thanks for sharing.,2021-10-12 19:42:12+00:00,everyonetalks21,False,0,0
1448011105784287235,True,stephenfry,1447930847055732749,"@stephenfry Done. And it’s at 100,000",2021-10-12 19:42:05+00:00,EdwardMRussell,False,0,0
1448011052260724736,True,stephenfry,1447930847055732749,@stephenfry 👏👏👏👏 https://t.co/YDs737bpSX,2021-10-12 19:41:52+00:00,billberg1,False,0,1
1448010872249589768,True,stephenfry,1447930847055732749,"@stephenfry Yes, all signed.",2021-10-12 19:41:09+00:00,Innersecret,False,0,0
1448010608134311942,True,stephenfry,1447930847055732749,@stephenfry https://t.co/9GzCdhkb7L,2021-10-12 19:40:06+00:00,AlanGWardrop,True,3,12
1448010607589003266,True,stephenfry,1447930847055732749,@stephenfry and it's over the line!,2021-10-12 19:40:06+00:00,matt_overend,False,0,0
1448010586395131907,True,stephenfry,1447930847055732749,@stephenfry Thank you so much for pushing this. It's just pipped 100k! https://t.co/o53z0tV5JA,2021-10-12 19:40:01+00:00,BionicBirdAnna,True,2,7
1448010578526679048,True,stephenfry,1447930847055732749,@stephenfry Done 👍🏼,2021-10-12 19:39:59+00:00,Pete02116,False,0,0
1448010481973829638,True,stephenfry,1447930847055732749,@stephenfry &amp; how do you propose the water authorities would seperate sewage with general rainfall in combined sewa… https://t.co/RXcACj4JQx,2021-10-12 19:39:36+00:00,Duffysean27,False,0,1
1448010274037018624,True,stephenfry,1447930847055732749,@stephenfry Absolutely unbelievable in this day and age that this is even an option! The frequency that sewage is d… https://t.co/RBRouHTznX,2021-10-12 19:38:46+00:00,blakeydp,False,0,0
1448010164808917009,True,stephenfry,1447930847055732749,@stephenfry Happy to oblige ☺️,2021-10-12 19:38:20+00:00,ScoobyySue,False,0,0
1448010145758392327,True,stephenfry,1447930847055732749,"@stephenfry Done and 100,000 also achieved. 😃",2021-10-12 19:38:16+00:00,_silverfox2,False,0,0
1448010097691660293,True,stephenfry,1447930847055732749,@stephenfry Well done for promoting this Stephen- duly signed and shared,2021-10-12 19:38:04+00:00,EuanMcPherson2,False,0,0
1448010064976138246,True,stephenfry,1447930847055732749,@stephenfry @BazDob you should sign this pal,2021-10-12 19:37:56+00:00,trav_94,False,0,0
1448009881412415490,True,stephenfry,1447930847055732749,"@stephenfry Good work with this. 
Intensive poultry farming is a major threat to #riverhealth.
Any chance of a help… https://t.co/wxV0gPLVTd",2021-10-12 19:37:13+00:00,MarkCheetham,False,0,0
1448009857236340743,True,stephenfry,1447930847055732749,@stephenfry What we doing next,2021-10-12 19:37:07+00:00,MusicF00tball,False,0,0
1448009783458553857,True,stephenfry,1447930847055732749,"@stephenfry @HappilyWoke Mine was the 100,206th, wahey!",2021-10-12 19:36:49+00:00,LucyAbbotts,False,0,0
1448009758921928707,True,stephenfry,1447930847055732749,@stephenfry @RoyAndTanya Not disagreeing totally with the ban. But what are you going to do when the wwtp floods du… https://t.co/MxwkiNm69j,2021-10-12 19:36:43+00:00,apisgallus,False,0,0
1448009705859780623,True,stephenfry,1447930847055732749,"@stephenfry Over 100,000 signatures now. Will the Gov act?!",2021-10-12 19:36:31+00:00,ChaterLesley,False,0,0
1448009492751396867,True,stephenfry,1447930847055732749,@stephenfry It’s made it!,2021-10-12 19:35:40+00:00,helenfox64_fox,False,0,1
1448009401638572039,True,stephenfry,1447930847055732749,@stephenfry Done! It’s at 100k+ now so will be debated!,2021-10-12 19:35:18+00:00,CharleyClarke,False,0,0
1448009299268079624,True,stephenfry,1447930847055732749,@stephenfry Signed and shared 👍,2021-10-12 19:34:54+00:00,EdONeil15,False,0,0
1448009258092699653,True,stephenfry,1447930847055732749,@stephenfry @matoxley Done,2021-10-12 19:34:44+00:00,amagicdrag0n,False,0,0
1448009079817900033,True,stephenfry,1447930847055732749,@stephenfry I feel special... 100k +1 https://t.co/ZNrIUz4iR9,2021-10-12 19:34:01+00:00,nebskii,False,0,2
1448008896900120577,True,stephenfry,1447930847055732749,@stephenfry It's there!  But keep signing!,2021-10-12 19:33:18+00:00,Richard66629722,False,0,0
1448008876427825152,True,stephenfry,1447930847055732749,@stephenfry @GFunkYellow Done. The ridiculousness (is that a word ?) of adding raw sewage is beyond belief.,2021-10-12 19:33:13+00:00,AnneMurawski,False,0,1
1448008800368316425,True,stephenfry,1447930847055732749,@stephenfry YES! Thank-You x https://t.co/rejyEJ54Wu,2021-10-12 19:32:55+00:00,skeediddleydoo,False,0,4
1448008760077819905,True,stephenfry,1447930847055732749,@stephenfry It made it. https://t.co/z1nTVsuDWw,2021-10-12 19:32:45+00:00,gtreading,False,0,0
1448008721410441220,True,stephenfry,1447930847055732749,@stephenfry https://t.co/DRUaz14zse,2021-10-12 19:32:36+00:00,wardharry1,False,0,0
1448008558109417472,True,stephenfry,1447930847055732749,@stephenfry Done!,2021-10-12 19:31:57+00:00,justlyndsay,False,0,0
1448008462559072261,True,stephenfry,1447930847055732749,@stephenfry Done mate 😍,2021-10-12 19:31:34+00:00,Munchhhhh,False,0,0
1448008418405589005,True,stephenfry,1447930847055732749,@stephenfry 99824 when I just signed 🙏,2021-10-12 19:31:24+00:00,EmmaRejoiner,False,0,0
1448008169435844619,True,stephenfry,1447930847055732749,@stephenfry @3poachedeggs 440 to reach 100k at 8.30pm,2021-10-12 19:30:24+00:00,arabugsy,False,0,0
1448008069636628485,True,stephenfry,1447930847055732749,@stephenfry Just signed. 99649,2021-10-12 19:30:01+00:00,ess0879,False,0,0
1448007881450741762,True,stephenfry,1447930847055732749,"@stephenfry Can we ban overflow after heavy rain into the sea too, surfing in that literal shite makes you ill sometimes 🤢🤮",2021-10-12 19:29:16+00:00,KraveUK2,False,0,0
1448007776706437121,True,stephenfry,1447930847055732749,@stephenfry @EmporersNewC Signed.,2021-10-12 19:28:51+00:00,launtonlad,False,0,0
1448007743017734150,True,stephenfry,1447930847055732749,@stephenfry Done... 99315,2021-10-12 19:28:43+00:00,Blueandyt,False,0,0
1448007668073996288,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 19:28:25+00:00,nonnie100759,False,0,0
1448007077356527625,True,stephenfry,1447930847055732749,"@stephenfry Signed now at 99, 018",2021-10-12 19:26:04+00:00,Chris07580258,False,0,0
1448007030594318338,True,stephenfry,1447930847055732749,@stephenfry 99000 at the last count. Please keep signing.,2021-10-12 19:25:53+00:00,kjmcd49,False,0,0
1448006817724780547,True,stephenfry,1447930847055732749,"@stephenfry Nuts…I’m not a British citizen. I would have signed yesterday, if given half the chance.",2021-10-12 19:25:02+00:00,glamtriathlete,False,0,0
1448006812842799109,True,stephenfry,1447930847055732749,@stephenfry Thanks for doing this,2021-10-12 19:25:01+00:00,duncaninla,False,0,0
1448006788201291777,True,stephenfry,1447930847055732749,@stephenfry @worcsgreenparty can we help get this over the line?,2021-10-12 19:24:55+00:00,jus23sie,False,0,2
1448006709407109132,True,stephenfry,1447930847055732749,@stephenfry Done,2021-10-12 19:24:36+00:00,jamesya1988,False,0,0
1448006630822580224,True,stephenfry,1447930847055732749,@stephenfry Signed!,2021-10-12 19:24:18+00:00,KhalidAnis,False,0,0
1448006582214840327,True,stephenfry,1447930847055732749,@stephenfry 1280 more needed…,2021-10-12 19:24:06+00:00,StevieWard09,False,0,0
1448006551508340743,True,stephenfry,1447930847055732749,"@stephenfry Do you actually think this government will listen to you, even if you got 10 million signatures? 🤷🏻",2021-10-12 19:23:59+00:00,Thomo420o,False,0,0
1448006520642355207,True,stephenfry,1447930847055732749,@stephenfry @sascampaigns  / @HugoSAS,2021-10-12 19:23:51+00:00,johnpaulcusick,False,0,0
1448006356632473601,True,stephenfry,1447930847055732749,@stephenfry Signed and shared Stephen.,2021-10-12 19:23:12+00:00,Gillybee101,False,0,0
1448005652023025669,True,stephenfry,1447930847055732749,@stephenfry Done thank you,2021-10-12 19:20:24+00:00,AndyDeans2,False,0,0
1448005338943348739,True,stephenfry,1447930847055732749,"@stephenfry Amount of raw sewage is small compared to the water it's going into. 

We had this convenient method of… https://t.co/mgJvLkgw3s",2021-10-12 19:19:10+00:00,EnglishRealAle,False,0,0
