,isComment,tweet_id,text,date,username,retweeted_status,retweet_count,likes,comments,comments_ids,repliesTo
1446852286035251200,False,1446852286035251200,"April 28, 2011 - @CrystalHefner with Hef at the TCM Classic film Festival opening night premiere of the film, ""An A… https://t.co/hWgNgnn8ti",2021-10-09 14:57:20+00:00,hughhefner,True,14,129,"{'1446861776650395659': {'isComment': True, 'repliesTo': 'hughhefner', 'tweet_id': '1446852286035251200', 'text': '@hughhefner @crystalhefner hi', 'date': '2021-10-09 15:35:03+00:00', 'username': 'DARKROOM4A2009', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1446857112546590726': {'isComment': True, 'repliesTo': 'hughhefner', 'tweet_id': '1446852286035251200', 'text': '@hughhefner @crystalhefner Cute couple 💪🏻👍🏻', 'date': '2021-10-09 15:16:31+00:00', 'username': 'Dickrosenzweig1', 'retweeted_status': False, 'retweet_count': 0, 'likes': 1}, '1446856531400482823': {'isComment': True, 'repliesTo': 'hughhefner', 'tweet_id': '1446852286035251200', 'text': '@hughhefner Your dad gave chances. Hugh gave black men a chance to mingle with white women like the one standing wi… https://t.co/mPf2mW8sQ1', 'date': '2021-10-09 15:14:13+00:00', 'username': 'chrisorchard101', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1446852968045846534': {'isComment': True, 'repliesTo': 'hughhefner', 'tweet_id': '1446852286035251200', 'text': '@hughhefner @crystalhefner Miss that guy. He understood his customers.', 'date': '2021-10-09 15:00:03+00:00', 'username': 'Crypto_Trucking', 'retweeted_status': False, 'retweet_count': 0, 'likes': 1}, '1446852651249983489': {'isComment': True, 'repliesTo': 'hughhefner', 'tweet_id': '1446852286035251200', 'text': '@hughhefner @crystalhefner ❤️', 'date': '2021-10-09 14:58:47+00:00', 'username': 'fmdiscr', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, 'number of replies found': 5}","['1446861776650395659', '1446857112546590726', '1446856531400482823', '1446852968045846534', '1446852651249983489']",
1440426427820634112,False,1440426427820634112,"August 11, 2008 - Hef with the Hilton sisters and Paris's new bff at the Midsummer Nights Dream party at the… https://t.co/mIcGkOb9qb",2021-09-21 21:23:16+00:00,hughhefner,True,13,117,{'number of replies found': 0},[],
1438584881924165632,False,1438584881924165632,"Hef and @CooperHefner at the Playboy Jazz Festival in Los Angeles.

#thowbackthursday 
#hollywoodbowl #HughHefner… https://t.co/5YzAVNqdTR",2021-09-16 19:25:38+00:00,hughhefner,True,6,63,{'number of replies found': 0},[],
1437797310046486528,False,1437797310046486528,"1967 - Hef enjoying the perfect ""office setting"" at the Chicago Playboy mansion.

#HughHefner #Playboy #HMH… https://t.co/qNDDctoZfU",2021-09-14 15:16:06+00:00,hughhefner,True,6,71,{'number of replies found': 0},[],
1433506201476599813,False,1433506201476599813,"Hef working on a Playboy after hours while still in bed.

#ThrowbackThursday https://t.co/c0PGb64Csa",2021-09-02 19:04:46+00:00,hughhefner,True,24,170,{'number of replies found': 0},[],
1425465783342309380,False,1425465783342309380,"1977 - Hef on set on Saturday Night Live.

#HughHefner #HMHfoundation https://t.co/4Flqr3beig",2021-08-11 14:35:01+00:00,hughhefner,True,14,61,{'number of replies found': 0},[],
1422942216528486409,False,1422942216528486409,"December 25, 1970 - Hef playing backgammon on the beach in Miami on Christmas Day. https://t.co/oEYFKt2k7G",2021-08-04 15:27:16+00:00,hughhefner,True,9,73,{'number of replies found': 0},[],
1422604314208456707,False,1422604314208456707,1966 - Hef at the Playboy London Club Casino. https://t.co/aA3FehBhSs,2021-08-03 17:04:33+00:00,hughhefner,True,13,122,{'number of replies found': 0},[],
1418228594594091009,False,1418228594594091009,"Hef with his long time secretary and confidant, Mary O'Connor at the Playboy mansion. 

#throwbackthursday https://t.co/h3NwaFmdgc",2021-07-22 15:17:01+00:00,hughhefner,True,15,204,{'number of replies found': 0},[],
1416052708352557059,False,1416052708352557059,"1972 - Hef passing the time playing Monopoly on the ""Big Bunny"" jet. 
#FlashbackFriday 

#HughHefner #HMHfoundation https://t.co/ENA68EWgTh",2021-07-16 15:10:49+00:00,hughhefner,True,13,100,{'number of replies found': 0},[],
1446861776650395659,True,1446852286035251200,@hughhefner @crystalhefner hi,2021-10-09 15:35:03+00:00,DARKROOM4A2009,False,0,0,,,hughhefner
1446857112546590726,True,1446852286035251200,@hughhefner @crystalhefner Cute couple 💪🏻👍🏻,2021-10-09 15:16:31+00:00,Dickrosenzweig1,False,0,1,,,hughhefner
1446856531400482823,True,1446852286035251200,@hughhefner Your dad gave chances. Hugh gave black men a chance to mingle with white women like the one standing wi… https://t.co/mPf2mW8sQ1,2021-10-09 15:14:13+00:00,chrisorchard101,False,0,0,,,hughhefner
1446852968045846534,True,1446852286035251200,@hughhefner @crystalhefner Miss that guy. He understood his customers.,2021-10-09 15:00:03+00:00,Crypto_Trucking,False,0,1,,,hughhefner
1446852651249983489,True,1446852286035251200,@hughhefner @crystalhefner ❤️,2021-10-09 14:58:47+00:00,fmdiscr,False,0,0,,,hughhefner
1448015656759087106,False,1448015656759087106,RT @Yoh_RX: When you meet Adam Savage @donttrythis at @NY_Comic_Con and your photo looks like a buddy cop movie poster 😂 https://t.co/03crC…,2021-10-12 20:00:10+00:00,donttrythis,True,4,0,{'number of replies found': 0},[],
1448015561795928064,False,1448015561795928064,RT @Caboose_2433: I made this ROTJ Luke Saber hilt in the shop a while back and decided to paint it. So glad I did. I hope @donttrythis see…,2021-10-12 19:59:47+00:00,donttrythis,True,4,0,{'number of replies found': 0},[],
1448015360158953473,False,1448015360158953473,"RT @Cowbuttcrunchie: Goodbye, NYCC - you've been great! ❤️

A big thank you to everyone who made the weekend so special - from @donttrythis…",2021-10-12 19:58:59+00:00,donttrythis,True,3,0,{'number of replies found': 0},[],
1447976012772360193,False,1447976012772360193,"#GrantImahara's R2 replica is a thing of beauty. @FonHDavis and I marvel at its construction and functionality, and… https://t.co/plRLEWn1Kt",2021-10-12 17:22:38+00:00,donttrythis,True,22,303,"{'1447985007860097030': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447976012772360193', 'text': '@donttrythis @FonHDavis More of this!!!', 'date': '2021-10-12 17:58:22+00:00', 'username': 'dittycommittee', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447983555448082437': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447976012772360193', 'text': '@donttrythis @FonHDavis Beautiful vid and tribute to @grantimahara. Thank you.', 'date': '2021-10-12 17:52:36+00:00', 'username': 'LawrenceEmlyn', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447982777899503616': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447976012772360193', 'text': '@donttrythis @FonHDavis Yep, I was the one that dropped out first...very impressed that the rest of you stuck it out!', 'date': '2021-10-12 17:49:31+00:00', 'username': 'dnastudiosllc', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, 'number of replies found': 3}","['1447985007860097030', '1447983555448082437', '1447982777899503616']",
1447673058198654976,False,1447673058198654976,I was SO THRILLED to be reunited with this piece of @ExpanseOnPrime history at @airandspace! Here's why Bobbie's he… https://t.co/1goGLZNpfK,2021-10-11 21:18:48+00:00,donttrythis,True,42,613,"{'1447942812830351360': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447673058198654976', 'text': '@donttrythis @orbitbooks @ExpanseOnPrime @airandspace This fantastic. This guy has a great job and I’m glad he’s doing it.', 'date': '2021-10-12 15:10:42+00:00', 'username': 'AthasianRunner', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447754951237808130': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447673058198654976', 'text': ""@donttrythis @ExpanseOnPrime @airandspace I loved Bobbie in the book and I've loved Frankie Adams' protrayal."", 'date': '2021-10-12 02:44:13+00:00', 'username': 'Coyotebd', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447731454239121415': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447673058198654976', 'text': '@donttrythis @ExpanseOnPrime @airandspace I am SO THRILLED learning that Adam is a fan of #Expanse just like the re… https://t.co/ReRiMX4QUK', 'date': '2021-10-12 01:10:50+00:00', 'username': 'TheBobbyM', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447682233645486082': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447673058198654976', 'text': '@donttrythis @ExpanseOnPrime @airandspace That is sooooo inspiring! 🙏🙏🙏🙏', 'date': '2021-10-11 21:55:15+00:00', 'username': 'Boba_Tea_Catan', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447680127270273025': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447673058198654976', 'text': '@donttrythis @ExpanseOnPrime @airandspace Just finished binge watching all 5 seasons last night. I was surprised wh… https://t.co/IMnNTyDPJW', 'date': '2021-10-11 21:46:53+00:00', 'username': 'HaxzorJimDuggan', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447679383095820293': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447673058198654976', 'text': ""@donttrythis @ExpanseOnPrime @airandspace Ahh yess Bobbie Fott of space kerfuffle's helmet in that museumy place...."", 'date': '2021-10-11 21:43:56+00:00', 'username': 'Nyx_Delamal', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447677057627009029': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447673058198654976', 'text': '@donttrythis @ExpanseOnPrime @airandspace I gave my daughter the idea of an Expanse cosplay. Do you have any sugges… https://t.co/Hc0Wf2KgsA', 'date': '2021-10-11 21:34:41+00:00', 'username': 'TheWowbagger', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447675544565387267': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447673058198654976', 'text': ""@donttrythis @TheExpanseWR @ExpanseOnPrime @airandspace Even that lion can't believe what he is seeing..."", 'date': '2021-10-11 21:28:40+00:00', 'username': 'Norbanvs', 'retweeted_status': False, 'retweet_count': 0, 'likes': 8}, '1447675536239730688': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447673058198654976', 'text': ""@donttrythis @ExpanseOnPrime @airandspace The lion doesn't quite seem sure about the helmet 😅"", 'date': '2021-10-11 21:28:39+00:00', 'username': 'DaKoTa_CS', 'retweeted_status': False, 'retweet_count': 0, 'likes': 4}, '1447675004762525696': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447673058198654976', 'text': '@donttrythis @ExpanseOnPrime @airandspace @TheExpanseWR @JamesSACorey, we have to say, this was pretty darn exciting.', 'date': '2021-10-11 21:26:32+00:00', 'username': 'testedcom', 'retweeted_status': False, 'retweet_count': 0, 'likes': 28}, '1447674863854907392': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447673058198654976', 'text': '@donttrythis @ExpanseOnPrime @airandspace Why there is a lion there?! Run!!!!', 'date': '2021-10-11 21:25:58+00:00', 'username': 'SaurioJimmy', 'retweeted_status': False, 'retweet_count': 0, 'likes': 5}, 'number of replies found': 11}","['1447942812830351360', '1447754951237808130', '1447731454239121415', '1447682233645486082', '1447680127270273025', '1447679383095820293', '1447677057627009029', '1447675544565387267', '1447675536239730688', '1447675004762525696', '1447674863854907392']",
1447619158603042817,False,1447619158603042817,New Savage Industries shirt on @cottonbureau! https://t.co/sBKiweMCDF https://t.co/qx4n7NipSS,2021-10-11 17:44:37+00:00,donttrythis,True,4,213,"{'1447696209863401472': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447619158603042817', 'text': ""@donttrythis @cottonbureau Is there a version we can buy with Adam's signature that can be raffled off to help a lo… https://t.co/YVrzlNu9tf"", 'date': '2021-10-11 22:50:47+00:00', 'username': '1Flukeskywalker', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447637410775375876': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447619158603042817', 'text': '@donttrythis @cottonbureau I love the shirts, Adam, but with my most recent (~3 mo ago) order of your shirt from Co… https://t.co/SRIWZBGOsn', 'date': '2021-10-11 18:57:09+00:00', 'username': 'Aut0nym', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447634227785355267': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447619158603042817', 'text': '@donttrythis @testedcom @cottonbureau Perfect timing. I have a buddy who keeps getting sent home from work for wear… https://t.co/AMiPJfeia6', 'date': '2021-10-11 18:44:30+00:00', 'username': 'jnzkngs', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447629255794384905': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447619158603042817', 'text': '@donttrythis @cottonbureau Mr Adam can I design a shirt for you', 'date': '2021-10-11 18:24:44+00:00', 'username': 'jotay_phillipay', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447624761987764225': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447619158603042817', 'text': '@donttrythis @cottonbureau Is Clark Savage, Jr. a shareholder? Founding partner?', 'date': '2021-10-11 18:06:53+00:00', 'username': 'grimm4_miles', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447623278374400001': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447619158603042817', 'text': '@donttrythis @cottonbureau Will it ever be possible to buy The Expanse Savage Industries version with the gorilla h… https://t.co/3397tTYNmw', 'date': '2021-10-11 18:00:59+00:00', 'username': 'Arkanoid0', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447619660942303238': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447619158603042817', 'text': '@donttrythis @cottonbureau sus design', 'date': '2021-10-11 17:46:37+00:00', 'username': 'lesbianlassevie', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447619523251777549': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447619158603042817', 'text': '@donttrythis @cottonbureau Savage Things?', 'date': '2021-10-11 17:46:04+00:00', 'username': 'KiryuDK', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, '1447619173777956864': {'isComment': True, 'repliesTo': 'donttrythis', 'tweet_id': '1447619158603042817', 'text': ""@donttrythis So, when the new tees come out I'm going to need to buy a new tshirt."", 'date': '2021-10-11 17:44:41+00:00', 'username': 'notPFTbot', 'retweeted_status': False, 'retweet_count': 0, 'likes': 0}, 'number of replies found': 9}","['1447696209863401472', '1447637410775375876', '1447634227785355267', '1447629255794384905', '1447624761987764225', '1447623278374400001', '1447619660942303238', '1447619523251777549', '1447619173777956864']",
1447613583374749698,False,1447613583374749698,RT @nchan: ever wonder what the inside of a proton pack looks like? https://t.co/Nkg4RVoFmF https://t.co/QU9I9YJDtk,2021-10-11 17:22:28+00:00,donttrythis,True,11,0,{'number of replies found': 0},[],
1447613572616392708,False,1447613572616392708,RT @schac_attack: Behind the scenes making @donttrythis’s #Ghostbusters Proton Pack. Video is out now on @testedcom! https://t.co/Vn85dAFZgl,2021-10-11 17:22:25+00:00,donttrythis,True,3,0,{'number of replies found': 0},[],
1447613494107406338,False,1447613494107406338,"RT @schac_attack: I’m hosting a virtual workshop on @make Campus this Saturday: 

✨ Concepting in Cardboard: Unlock Your Prototyping Powers…",2021-10-11 17:22:07+00:00,donttrythis,True,25,0,{'number of replies found': 0},[],
1447613430664286208,False,1447613430664286208,RT @Odd_Jayy: Rocking my new @testedcom  shirt today it really brings out the mask in my opinion. #wearble #leds I have to work on my model…,2021-10-11 17:21:51+00:00,donttrythis,True,4,0,{'number of replies found': 0},[],
1447985007860097030,True,1447976012772360193,@donttrythis @FonHDavis More of this!!!,2021-10-12 17:58:22+00:00,dittycommittee,False,0,0,,,donttrythis
1447983555448082437,True,1447976012772360193,@donttrythis @FonHDavis Beautiful vid and tribute to @grantimahara. Thank you.,2021-10-12 17:52:36+00:00,LawrenceEmlyn,False,0,0,,,donttrythis
1447982777899503616,True,1447976012772360193,"@donttrythis @FonHDavis Yep, I was the one that dropped out first...very impressed that the rest of you stuck it out!",2021-10-12 17:49:31+00:00,dnastudiosllc,False,0,0,,,donttrythis
1447942812830351360,True,1447673058198654976,@donttrythis @orbitbooks @ExpanseOnPrime @airandspace This fantastic. This guy has a great job and I’m glad he’s doing it.,2021-10-12 15:10:42+00:00,AthasianRunner,False,0,0,,,donttrythis
1447754951237808130,True,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace I loved Bobbie in the book and I've loved Frankie Adams' protrayal.,2021-10-12 02:44:13+00:00,Coyotebd,False,0,0,,,donttrythis
1447731454239121415,True,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace I am SO THRILLED learning that Adam is a fan of #Expanse just like the re… https://t.co/ReRiMX4QUK,2021-10-12 01:10:50+00:00,TheBobbyM,False,0,0,,,donttrythis
1447682233645486082,True,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace That is sooooo inspiring! 🙏🙏🙏🙏,2021-10-11 21:55:15+00:00,Boba_Tea_Catan,False,0,0,,,donttrythis
1447680127270273025,True,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace Just finished binge watching all 5 seasons last night. I was surprised wh… https://t.co/IMnNTyDPJW,2021-10-11 21:46:53+00:00,HaxzorJimDuggan,False,0,0,,,donttrythis
1447679383095820293,True,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace Ahh yess Bobbie Fott of space kerfuffle's helmet in that museumy place....,2021-10-11 21:43:56+00:00,Nyx_Delamal,False,0,0,,,donttrythis
1447677057627009029,True,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace I gave my daughter the idea of an Expanse cosplay. Do you have any sugges… https://t.co/Hc0Wf2KgsA,2021-10-11 21:34:41+00:00,TheWowbagger,False,0,0,,,donttrythis
1447675544565387267,True,1447673058198654976,@donttrythis @TheExpanseWR @ExpanseOnPrime @airandspace Even that lion can't believe what he is seeing...,2021-10-11 21:28:40+00:00,Norbanvs,False,0,8,,,donttrythis
1447675536239730688,True,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace The lion doesn't quite seem sure about the helmet 😅,2021-10-11 21:28:39+00:00,DaKoTa_CS,False,0,4,,,donttrythis
1447675004762525696,True,1447673058198654976,"@donttrythis @ExpanseOnPrime @airandspace @TheExpanseWR @JamesSACorey, we have to say, this was pretty darn exciting.",2021-10-11 21:26:32+00:00,testedcom,False,0,28,,,donttrythis
1447674863854907392,True,1447673058198654976,@donttrythis @ExpanseOnPrime @airandspace Why there is a lion there?! Run!!!!,2021-10-11 21:25:58+00:00,SaurioJimmy,False,0,5,,,donttrythis
1447696209863401472,True,1447619158603042817,@donttrythis @cottonbureau Is there a version we can buy with Adam's signature that can be raffled off to help a lo… https://t.co/YVrzlNu9tf,2021-10-11 22:50:47+00:00,1Flukeskywalker,False,0,0,,,donttrythis
1447637410775375876,True,1447619158603042817,"@donttrythis @cottonbureau I love the shirts, Adam, but with my most recent (~3 mo ago) order of your shirt from Co… https://t.co/SRIWZBGOsn",2021-10-11 18:57:09+00:00,Aut0nym,False,0,0,,,donttrythis
1447634227785355267,True,1447619158603042817,@donttrythis @testedcom @cottonbureau Perfect timing. I have a buddy who keeps getting sent home from work for wear… https://t.co/AMiPJfeia6,2021-10-11 18:44:30+00:00,jnzkngs,False,0,0,,,donttrythis
1447629255794384905,True,1447619158603042817,@donttrythis @cottonbureau Mr Adam can I design a shirt for you,2021-10-11 18:24:44+00:00,jotay_phillipay,False,0,0,,,donttrythis
1447624761987764225,True,1447619158603042817,"@donttrythis @cottonbureau Is Clark Savage, Jr. a shareholder? Founding partner?",2021-10-11 18:06:53+00:00,grimm4_miles,False,0,0,,,donttrythis
1447623278374400001,True,1447619158603042817,@donttrythis @cottonbureau Will it ever be possible to buy The Expanse Savage Industries version with the gorilla h… https://t.co/3397tTYNmw,2021-10-11 18:00:59+00:00,Arkanoid0,False,0,0,,,donttrythis
1447619660942303238,True,1447619158603042817,@donttrythis @cottonbureau sus design,2021-10-11 17:46:37+00:00,lesbianlassevie,False,0,0,,,donttrythis
1447619523251777549,True,1447619158603042817,@donttrythis @cottonbureau Savage Things?,2021-10-11 17:46:04+00:00,KiryuDK,False,0,0,,,donttrythis
